LocationType,Location,TimeFrame,DataFormat,Data
School District,Pineville Ind.,2008,Percent,0.95
School District,Pineville Ind.,2009,Number,45
School District,Pineville Ind.,2009,Percent,0.98
School District,Powell Co.,2003,Number,125
School District,Powell Co.,2004,Number,126
School District,Powell Co.,2005,Number,150
School District,Powell Co.,2006,Number,140
School District,Powell Co.,2007,Number,157
School District,Powell Co.,2008,Number,146
School District,Powell Co.,2003,Percent,0.68
School District,Powell Co.,2004,Percent,0.67
School District,Powell Co.,2005,Percent,0.75
School District,Powell Co.,2006,Percent,0.79
School District,Powell Co.,2007,Percent,0.83
School District,Powell Co.,2008,Percent,0.87
School District,Powell Co.,2009,Number,148
School District,Powell Co.,2009,Percent,0.87
School District,Providence Ind.,2003,Number,24
School District,Providence Ind.,2004,Number,29
School District,Providence Ind.,2005,Number,32
School District,Providence Ind.,2006,Number,29
School District,Providence Ind.,2007,Number,**
School District,Providence Ind.,2008,Number,16
School District,Providence Ind.,2003,Percent,0.89
School District,Providence Ind.,2004,Percent,1
School District,Providence Ind.,2005,Percent,0.94
School District,Providence Ind.,2006,Percent,0.97
School District,Providence Ind.,2007,Percent,**
School District,Providence Ind.,2008,Percent,0.84
School District,Providence Ind.,2009,Number,**
School District,Providence Ind.,2009,Percent,**
School District,Pulaski Co.,2003,Number,503
School District,Pulaski Co.,2004,Number,462
School District,Pulaski Co.,2005,Number,481
School District,Pulaski Co.,2006,Number,469
School District,Pulaski Co.,2007,Number,477
School District,Pulaski Co.,2008,Number,541
School District,Pulaski Co.,2003,Percent,0.79
School District,Pulaski Co.,2004,Percent,0.82
School District,Pulaski Co.,2005,Percent,0.83
School District,Pulaski Co.,2006,Percent,0.83
School District,Pulaski Co.,2007,Percent,0.85
School District,Pulaski Co.,2008,Percent,0.85
School District,Pulaski Co.,2009,Number,550
School District,Pulaski Co.,2009,Percent,0.86
School District,Raceland Ind.,2003,Number,70
School District,Raceland Ind.,2004,Number,67
School District,Raceland Ind.,2005,Number,59
School District,Raceland Ind.,2006,Number,57
School District,Raceland Ind.,2007,Number,68
School District,Raceland Ind.,2008,Number,66
School District,Raceland Ind.,2003,Percent,0.99
School District,Raceland Ind.,2004,Percent,0.96
School District,Raceland Ind.,2005,Percent,0.97
School District,Raceland Ind.,2006,Percent,0.95
School District,Raceland Ind.,2007,Percent,0.96
School District,Raceland Ind.,2008,Percent,1
School District,Raceland Ind.,2009,Number,73
School District,Raceland Ind.,2009,Percent,0.92
School District,Robertson Co.,2003,Number,14
School District,Robertson Co.,2004,Number,25
School District,Robertson Co.,2005,Number,30
School District,Robertson Co.,2006,Number,27
School District,Robertson Co.,2007,Number,23
School District,Robertson Co.,2008,Number,25
School District,Robertson Co.,2003,Percent,0.82
School District,Robertson Co.,2004,Percent,0.78
School District,Robertson Co.,2005,Percent,0.75
School District,Robertson Co.,2006,Percent,0.9
School District,Robertson Co.,2007,Percent,0.82
School District,Robertson Co.,2008,Percent,0.76
School District,Robertson Co.,2009,Number,32
School District,Robertson Co.,2009,Percent,0.86
School District,Rockcastle Co.,2003,Number,185
School District,Rockcastle Co.,2004,Number,188
School District,Rockcastle Co.,2005,Number,189
School District,Rockcastle Co.,2006,Number,193
School District,Rockcastle Co.,2007,Number,203
School District,Rockcastle Co.,2008,Number,209
School District,Rockcastle Co.,2003,Percent,0.77
School District,Rockcastle Co.,2004,Percent,0.85
School District,Rockcastle Co.,2005,Percent,0.92
School District,Rockcastle Co.,2006,Percent,0.85
School District,Rockcastle Co.,2007,Percent,0.93
School District,Rockcastle Co.,2008,Percent,0.92
School District,Rockcastle Co.,2009,Number,211
School District,Rockcastle Co.,2009,Percent,0.92
School District,Rowan Co.,2003,Number,171
School District,Rowan Co.,2004,Number,173
School District,Rowan Co.,2005,Number,185
School District,Rowan Co.,2006,Number,167
School District,Rowan Co.,2007,Number,179
School District,Rowan Co.,2008,Number,204
School District,Rowan Co.,2003,Percent,0.8
School District,Rowan Co.,2004,Percent,0.87
School District,Rowan Co.,2005,Percent,0.9
School District,Rowan Co.,2006,Percent,0.78
School District,Rowan Co.,2007,Percent,0.86
School District,Rowan Co.,2008,Percent,0.85
School District,Rowan Co.,2009,Number,217
School District,Rowan Co.,2009,Percent,0.88
School District,Russell Co.,2003,Number,135
School District,Russell Co.,2004,Number,143
School District,Russell Co.,2005,Number,177
School District,Russell Co.,2006,Number,187
School District,Russell Co.,2007,Number,180
School District,Russell Co.,2008,Number,181
School District,Russell Co.,2003,Percent,0.7
School District,Russell Co.,2004,Percent,0.72
School District,Russell Co.,2005,Percent,0.81
School District,Russell Co.,2006,Percent,0.7
School District,Russell Co.,2007,Percent,0.9
School District,Russell Co.,2008,Percent,0.91
School District,Russell Co.,2009,Number,190
School District,Russell Co.,2009,Percent,0.95
School District,Russell Ind.,2003,Number,158
School District,Russell Ind.,2004,Number,139
School District,Russell Ind.,2005,Number,162
School District,Russell Ind.,2006,Number,153
School District,Russell Ind.,2007,Number,152
School District,Russell Ind.,2008,Number,178
School District,Russell Ind.,2003,Percent,0.95
School District,Russell Ind.,2004,Percent,0.96
School District,Russell Ind.,2005,Percent,0.93
School District,Russell Ind.,2006,Percent,0.92
School District,Russell Ind.,2007,Percent,0.92
School District,Russell Ind.,2008,Percent,0.96
School District,Russell Ind.,2009,Number,152
School District,Russell Ind.,2009,Percent,0.97
School District,Russellville Ind.,2003,Number,85
School District,Russellville Ind.,2004,Number,67
School District,Russellville Ind.,2005,Number,89
School District,Russellville Ind.,2006,Number,68
School District,Russellville Ind.,2007,Number,78
School District,Russellville Ind.,2008,Number,82
School District,Russellville Ind.,2003,Percent,0.89
School District,Russellville Ind.,2004,Percent,0.84
School District,Russellville Ind.,2005,Percent,0.92
School District,Russellville Ind.,2006,Percent,0.85
School District,Russellville Ind.,2007,Percent,0.89
School District,Russellville Ind.,2008,Percent,0.9
School District,Russellville Ind.,2009,Number,62
School District,Russellville Ind.,2009,Percent,0.83
School District,Science Hill Ind.,2003,Number,*
School District,Science Hill Ind.,2004,Number,*
School District,Science Hill Ind.,2005,Number,*
School District,Science Hill Ind.,2006,Number,*
School District,Science Hill Ind.,2007,Number,*
School District,Science Hill Ind.,2008,Number,*
School District,Science Hill Ind.,2003,Percent,*
School District,Science Hill Ind.,2004,Percent,*
School District,Science Hill Ind.,2005,Percent,*
School District,Science Hill Ind.,2006,Percent,*
School District,Science Hill Ind.,2007,Percent,*
School District,Science Hill Ind.,2008,Percent,*
School District,Science Hill Ind.,2009,Number,*
School District,Science Hill Ind.,2009,Percent,*
School District,Scott Co.,2003,Number,332
School District,Scott Co.,2004,Number,290
School District,Scott Co.,2005,Number,367
School District,Scott Co.,2006,Number,350
School District,Scott Co.,2007,Number,403
School District,Scott Co.,2008,Number,397
School District,Scott Co.,2003,Percent,0.77
School District,Scott Co.,2004,Percent,0.77
School District,Scott Co.,2005,Percent,0.81
School District,Scott Co.,2006,Percent,0.81
School District,Scott Co.,2007,Percent,0.86
School District,Scott Co.,2008,Percent,0.85
School District,Scott Co.,2009,Number,376
School District,Scott Co.,2009,Percent,0.83
School District,Shelby Co.,2003,Number,305
School District,Shelby Co.,2004,Number,312
School District,Shelby Co.,2005,Number,342
School District,Shelby Co.,2006,Number,316
School District,Shelby Co.,2007,Number,328
School District,Shelby Co.,2008,Number,346
School District,Shelby Co.,2003,Percent,0.78
School District,Shelby Co.,2004,Percent,0.85
School District,Shelby Co.,2005,Percent,0.86
School District,Shelby Co.,2006,Percent,0.86
School District,Shelby Co.,2007,Percent,0.81
School District,Shelby Co.,2008,Percent,0.86
School District,Shelby Co.,2009,Number,351
School District,Shelby Co.,2009,Percent,0.88
School District,Silver Grove Ind.,2003,Number,15
School District,Silver Grove Ind.,2004,Number,22
School District,Silver Grove Ind.,2005,Number,15
School District,Silver Grove Ind.,2006,Number,14
School District,Silver Grove Ind.,2007,Number,12
School District,Silver Grove Ind.,2008,Number,19
School District,Silver Grove Ind.,2003,Percent,0.94
School District,Silver Grove Ind.,2004,Percent,1
School District,Silver Grove Ind.,2005,Percent,0.88
School District,Silver Grove Ind.,2006,Percent,1
School District,Silver Grove Ind.,2007,Percent,1
School District,Silver Grove Ind.,2008,Percent,1
School District,Silver Grove Ind.,2009,Number,14
School District,Silver Grove Ind.,2009,Percent,0.74
School District,Simpson Co.,2003,Number,167
School District,Simpson Co.,2004,Number,144
School District,Simpson Co.,2005,Number,160
School District,Simpson Co.,2006,Number,159
School District,Simpson Co.,2007,Number,216
School District,Simpson Co.,2008,Number,200
School District,Simpson Co.,2003,Percent,0.87
School District,Simpson Co.,2004,Percent,0.8
School District,Simpson Co.,2005,Percent,0.8
School District,Simpson Co.,2006,Percent,0.82
School District,Simpson Co.,2007,Percent,0.86
School District,Simpson Co.,2008,Percent,0.86
School District,Simpson Co.,2009,Number,186
School District,Simpson Co.,2009,Percent,0.84
School District,Somerset Ind.,2003,Number,91
School District,Somerset Ind.,2004,Number,115
School District,Somerset Ind.,2005,Number,98
School District,Somerset Ind.,2006,Number,104
School District,Somerset Ind.,2007,Number,105
School District,Somerset Ind.,2008,Number,108
School District,Somerset Ind.,2003,Percent,0.85
School District,Somerset Ind.,2004,Percent,0.8
School District,Somerset Ind.,2005,Percent,0.91
School District,Somerset Ind.,2006,Percent,0.88
School District,Somerset Ind.,2007,Percent,0.88
School District,Somerset Ind.,2008,Percent,0.86
School District,Somerset Ind.,2009,Number,109
School District,Somerset Ind.,2009,Percent,0.85
School District,Southgate Ind.,2003,Number,*
School District,Southgate Ind.,2004,Number,*
School District,Southgate Ind.,2005,Number,*
School District,Southgate Ind.,2006,Number,*
School District,Southgate Ind.,2007,Number,*
School District,Southgate Ind.,2008,Number,*
School District,Southgate Ind.,2003,Percent,*
School District,Southgate Ind.,2004,Percent,*
School District,Southgate Ind.,2005,Percent,*
School District,Southgate Ind.,2006,Percent,*
School District,Southgate Ind.,2007,Percent,*
School District,Southgate Ind.,2008,Percent,*
School District,Southgate Ind.,2009,Number,*
School District,Southgate Ind.,2009,Percent,*
School District,Spencer Co.,2003,Number,131
School District,Spencer Co.,2004,Number,153
School District,Spencer Co.,2005,Number,141
School District,Spencer Co.,2006,Number,123
School District,Spencer Co.,2007,Number,161
School District,Spencer Co.,2008,Number,159
School District,Spencer Co.,2003,Percent,0.89
School District,Spencer Co.,2004,Percent,0.87
School District,Spencer Co.,2005,Percent,0.89
School District,Spencer Co.,2006,Percent,0.88
School District,Spencer Co.,2007,Percent,0.94
School District,Spencer Co.,2008,Percent,0.87
School District,Spencer Co.,2009,Number,170
School District,Spencer Co.,2009,Percent,0.91
School District,Taylor Co.,2003,Number,204
School District,Taylor Co.,2004,Number,157
School District,Taylor Co.,2005,Number,177
School District,Taylor Co.,2006,Number,190
School District,Taylor Co.,2007,Number,162
School District,Taylor Co.,2008,Number,198
School District,Taylor Co.,2003,Percent,0.9
School District,Taylor Co.,2004,Percent,0.89
School District,Taylor Co.,2005,Percent,0.91
School District,Taylor Co.,2006,Percent,0.89
School District,Taylor Co.,2007,Percent,0.92
School District,Taylor Co.,2008,Percent,0.9
School District,Taylor Co.,2009,Number,204
School District,Taylor Co.,2009,Percent,0.94
School District,Todd Co.,2003,Number,127
School District,Todd Co.,2004,Number,93
School District,Todd Co.,2005,Number,110
School District,Todd Co.,2006,Number,95
School District,Todd Co.,2007,Number,116
School District,Todd Co.,2008,Number,140
School District,Todd Co.,2003,Percent,0.85
School District,Todd Co.,2004,Percent,0.79
School District,Todd Co.,2005,Percent,0.84
School District,Todd Co.,2006,Percent,0.92
School District,Todd Co.,2007,Percent,0.82
School District,Todd Co.,2008,Percent,0.92
School District,Todd Co.,2009,Number,136
School District,Todd Co.,2009,Percent,0.9
School District,Trigg Co.,2003,Number,109
School District,Trigg Co.,2004,Number,105
School District,Trigg Co.,2005,Number,103
School District,Trigg Co.,2006,Number,129
School District,Trigg Co.,2007,Number,126
School District,Trigg Co.,2008,Number,135
School District,Trigg Co.,2003,Percent,0.78
School District,Trigg Co.,2004,Percent,0.86
School District,Trigg Co.,2005,Percent,0.81
School District,Trigg Co.,2006,Percent,0.84
School District,Trigg Co.,2007,Percent,0.83
School District,Trigg Co.,2008,Percent,0.86
School District,Trigg Co.,2009,Number,172
School District,Trigg Co.,2009,Percent,0.9
School District,Trimble Co.,2003,Number,92
School District,Trimble Co.,2004,Number,82
School District,Trimble Co.,2005,Number,96
School District,Trimble Co.,2006,Number,89
School District,Trimble Co.,2007,Number,110
School District,Trimble Co.,2008,Number,111
School District,Trimble Co.,2003,Percent,0.87
School District,Trimble Co.,2004,Percent,0.88
School District,Trimble Co.,2005,Percent,0.86
School District,Trimble Co.,2006,Percent,0.84
School District,Trimble Co.,2007,Percent,0.89
School District,Trimble Co.,2008,Percent,0.87
School District,Trimble Co.,2009,Number,83
School District,Trimble Co.,2009,Percent,0.84
School District,Union Co.,2003,Number,147
School District,Union Co.,2004,Number,152
School District,Union Co.,2005,Number,158
School District,Union Co.,2006,Number,142
School District,Union Co.,2007,Number,166
School District,Union Co.,2008,Number,162
School District,Union Co.,2003,Percent,0.81
School District,Union Co.,2004,Percent,0.76
School District,Union Co.,2005,Percent,0.77
School District,Union Co.,2006,Percent,0.82
School District,Union Co.,2007,Percent,0.82
School District,Union Co.,2008,Percent,0.82
School District,Union Co.,2009,Number,157
School District,Union Co.,2009,Percent,0.89
School District,Walton Verona Ind.,2003,Number,74
School District,Walton Verona Ind.,2004,Number,63
School District,Walton Verona Ind.,2005,Number,70
School District,Walton Verona Ind.,2006,Number,89
School District,Walton Verona Ind.,2007,Number,80
School District,Walton Verona Ind.,2008,Number,84
School District,Walton Verona Ind.,2003,Percent,0.99
School District,Walton Verona Ind.,2004,Percent,1
School District,Walton Verona Ind.,2005,Percent,0.97
School District,Walton Verona Ind.,2006,Percent,0.98
School District,Walton Verona Ind.,2007,Percent,1
School District,Walton Verona Ind.,2008,Percent,1
School District,Walton Verona Ind.,2009,Number,85
School District,Walton Verona Ind.,2009,Percent,0.98
School District,Warren Co.,2003,Number,693
School District,Warren Co.,2004,Number,704
School District,Warren Co.,2005,Number,727
School District,Warren Co.,2006,Number,803
School District,Warren Co.,2007,Number,741
School District,Warren Co.,2008,Number,827
School District,Warren Co.,2003,Percent,0.87
School District,Warren Co.,2004,Percent,0.89
School District,Warren Co.,2005,Percent,0.91
School District,Warren Co.,2006,Percent,0.91
School District,Warren Co.,2007,Percent,0.89
School District,Warren Co.,2008,Percent,0.91
School District,Warren Co.,2009,Number,821
School District,Warren Co.,2009,Percent,0.89
School District,Washington Co.,2003,Number,140
School District,Washington Co.,2004,Number,133
School District,Washington Co.,2005,Number,122
School District,Washington Co.,2006,Number,116
School District,Washington Co.,2007,Number,124
School District,Washington Co.,2008,Number,135
School District,Washington Co.,2003,Percent,0.84
School District,Washington Co.,2004,Percent,0.81
School District,Washington Co.,2005,Percent,0.88
School District,Washington Co.,2006,Percent,0.94
School District,Washington Co.,2007,Percent,0.94
School District,Washington Co.,2008,Percent,0.88
School District,Washington Co.,2009,Number,139
School District,Washington Co.,2009,Percent,0.89
School District,Wayne Co.,2003,Number,145
School District,Wayne Co.,2004,Number,152
School District,Wayne Co.,2005,Number,129
School District,Wayne Co.,2006,Number,170
School District,Wayne Co.,2007,Number,157
School District,Wayne Co.,2008,Number,151
School District,Wayne Co.,2003,Percent,0.74
School District,Wayne Co.,2004,Percent,0.77
School District,Wayne Co.,2005,Percent,0.84
School District,Wayne Co.,2006,Percent,0.84
School District,Wayne Co.,2007,Percent,0.88
School District,Wayne Co.,2008,Percent,0.88
School District,Wayne Co.,2009,Number,170
School District,Wayne Co.,2009,Percent,0.93
School District,Webster Co.,2003,Number,139
School District,Webster Co.,2004,Number,128
School District,Webster Co.,2005,Number,104
School District,Webster Co.,2006,Number,125
School District,Webster Co.,2007,Number,141
School District,Webster Co.,2008,Number,121
School District,Webster Co.,2003,Percent,0.84
School District,Webster Co.,2004,Percent,0.86
School District,Webster Co.,2005,Percent,0.84
School District,Webster Co.,2006,Percent,0.86
School District,Webster Co.,2007,Percent,0.84
School District,Webster Co.,2008,Percent,0.88
School District,Webster Co.,2009,Number,163
School District,Webster Co.,2009,Percent,0.92
School District,West Point Ind.,2003,Number,*
School District,West Point Ind.,2004,Number,*
School District,West Point Ind.,2005,Number,*
School District,West Point Ind.,2006,Number,*
School District,West Point Ind.,2007,Number,*
School District,West Point Ind.,2008,Number,*
School District,West Point Ind.,2003,Percent,*
School District,West Point Ind.,2004,Percent,*
School District,West Point Ind.,2005,Percent,*
School District,West Point Ind.,2006,Percent,*
School District,West Point Ind.,2007,Percent,*
School District,West Point Ind.,2008,Percent,*
School District,West Point Ind.,2009,Number,*
School District,West Point Ind.,2009,Percent,*
School District,Whitley Co.,2003,Number,209
School District,Whitley Co.,2004,Number,221
School District,Whitley Co.,2005,Number,247
School District,Whitley Co.,2006,Number,239
School District,Whitley Co.,2007,Number,253
School District,Whitley Co.,2008,Number,236
School District,Whitley Co.,2003,Percent,0.79
School District,Whitley Co.,2004,Percent,0.77
School District,Whitley Co.,2005,Percent,0.79
School District,Whitley Co.,2006,Percent,0.87
School District,Whitley Co.,2007,Percent,0.8
School District,Whitley Co.,2008,Percent,0.82
School District,Whitley Co.,2009,Number,259
School District,Whitley Co.,2009,Percent,0.88
School District,Williamsburg Ind.,2003,Number,46
School District,Williamsburg Ind.,2004,Number,57
School District,Williamsburg Ind.,2005,Number,65
School District,Williamsburg Ind.,2006,Number,43
School District,Williamsburg Ind.,2007,Number,53
School District,Williamsburg Ind.,2008,Number,53
School District,Williamsburg Ind.,2003,Percent,0.84
School District,Williamsburg Ind.,2004,Percent,0.93
School District,Williamsburg Ind.,2005,Percent,0.97
School District,Williamsburg Ind.,2006,Percent,0.93
School District,Williamsburg Ind.,2007,Percent,0.95
School District,Williamsburg Ind.,2008,Percent,1
School District,Williamsburg Ind.,2009,Number,67
School District,Williamsburg Ind.,2009,Percent,0.99
School District,Williamstown Ind.,2003,Number,41
School District,Williamstown Ind.,2004,Number,36
School District,Williamstown Ind.,2005,Number,36
School District,Williamstown Ind.,2006,Number,37
School District,Williamstown Ind.,2007,Number,60
School District,Williamstown Ind.,2008,Number,54
School District,Williamstown Ind.,2003,Percent,0.77
School District,Williamstown Ind.,2004,Percent,0.84
School District,Williamstown Ind.,2005,Percent,0.78
School District,Williamstown Ind.,2006,Percent,0.76
School District,Williamstown Ind.,2007,Percent,0.92
School District,Williamstown Ind.,2008,Percent,0.9
School District,Williamstown Ind.,2009,Number,42
School District,Williamstown Ind.,2009,Percent,0.86
School District,Wolfe Co.,2003,Number,84
School District,Wolfe Co.,2004,Number,85
School District,Wolfe Co.,2005,Number,84
School District,Wolfe Co.,2006,Number,79
School District,Wolfe Co.,2007,Number,66
School District,Wolfe Co.,2008,Number,88
School District,Wolfe Co.,2003,Percent,0.76
School District,Wolfe Co.,2004,Percent,0.79
School District,Wolfe Co.,2005,Percent,0.93
School District,Wolfe Co.,2006,Percent,0.99
School District,Wolfe Co.,2007,Percent,0.99
School District,Wolfe Co.,2008,Percent,0.98
School District,Wolfe Co.,2009,Number,69
School District,Wolfe Co.,2009,Percent,0.92
School District,Woodford Co.,2003,Number,245
School District,Woodford Co.,2004,Number,246
School District,Woodford Co.,2005,Number,236
School District,Woodford Co.,2006,Number,274
School District,Woodford Co.,2007,Number,262
School District,Woodford Co.,2008,Number,283
School District,Woodford Co.,2003,Percent,0.86
School District,Woodford Co.,2004,Percent,0.89
School District,Woodford Co.,2005,Percent,0.89
School District,Woodford Co.,2006,Percent,0.93
School District,Woodford Co.,2007,Percent,0.91
School District,Woodford Co.,2008,Percent,0.92
School District,Woodford Co.,2009,Number,295
School District,Woodford Co.,2009,Percent,0.92
